"date_created","description","followers","following","id","image_url","is_bot","last_updated","name","screen_name","political_leaning","account_category"
"0000-00-00 00:00:00",,"109","194","2259356850",,"1","0000-00-00 00:00:00",,"NIKOLA_HOLAHOLA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"313","237","2259514543",,"1","0000-00-00 00:00:00",,"OSTERR666","Russian","NonEnglish"
"0000-00-00 00:00:00",,"188","1651","2259566653",,"1","0000-00-00 00:00:00",,"FILIPPGRIGOR","Russian","NonEnglish"
"0000-00-00 00:00:00",,"731","542","2259579446",,"1","0000-00-00 00:00:00",,"SEMCHEV_RU","Russian","NonEnglish"
"0000-00-00 00:00:00",,"1230","274","2259604142",,"1","0000-00-00 00:00:00",,"FEYMIIRA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"260","150","2259616507",,"1","0000-00-00 00:00:00",,"KATKA_HERO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"1337","1816","2259654865",,"1","0000-00-00 00:00:00",,"MILA_NORD","Russian","NonEnglish"
"0000-00-00 00:00:00",,"146","229","2260102039",,"1","0000-00-00 00:00:00",,"SHURIK_NESTEROV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"77","40","2260107775",,"1","0000-00-00 00:00:00",,"JOURNALISTKALUZ","Russian","NonEnglish"
"0000-00-00 00:00:00",,"225","381","2260136084",,"1","0000-00-00 00:00:00",,"IRINA__GROMOVA","Russian","NonEnglish"
